stop_id,stop_name,stop_lat,stop_lon,platform_code,parent_station,location_type
008895802:7,Denderleeuw,50.891925,4.071825,7,008895802,0
008895802:8,Denderleeuw,50.891925,4.071825,8,008895802,0
008895802:9,Denderleeuw,50.891925,4.071825,9,008895802,0
008895836,Liedekerke,50.882531,4.095287,,,1
008895836:0,Liedekerke,50.882531,4.095287,,008895836,0
008895836:1,Liedekerke,50.882531,4.095287,1,008895836,0
008895836:2,Liedekerke,50.882531,4.095287,2,008895836,0
008895836:3,Liedekerke,50.882531,4.095287,3,008895836,0
008895836:4,Liedekerke,50.882531,4.095287,4,008895836,0
008895844,Iddergem,50.876886,4.06849,,,1
008895844:0,Iddergem,50.876886,4.06849,,008895844,0
008895844:1,Iddergem,50.876886,4.06849,1,008895844,0
008895844:2,Iddergem,50.876886,4.06849,2,008895844,0
008895851,Welle,50.903279,4.05062,,,1
008895851:0,Welle,50.903279,4.05062,,008895851,0
008895851:1,Welle,50.903279,4.05062,1,008895851,0
008895851:2,Welle,50.903279,4.05062,2,008895851,0
008895869,Haaltert,50.906838,4.023958,,,1
008895869:0,Haaltert,50.906838,4.023958,,008895869,0
008895869:1,Haaltert,50.906838,4.023958,1,008895869,0
008895869:2,Haaltert,50.906838,4.023958,2,008895869,0
008895877,Ede,50.911054,3.987524,,,1
008895877:0,Ede,50.911054,3.987524,,008895877,0
008895877:1,Ede,50.911054,3.987524,1,008895877,0
008895877:2,Ede,50.911054,3.987524,2,008895877,0
008896008,Kortrijk,50.824506,3.264549,,,1
008896008:0,Kortrijk,50.824506,3.264549,,008896008,0
008896008:1,Kortrijk,50.824506,3.264549,1,008896008,0
008896008:2,Kortrijk,50.824506,3.264549,2,008896008,0
008896008:3,Kortrijk,50.824506,3.264549,3,008896008,0
008896008:4,Kortrijk,50.824506,3.264549,4,008896008,0
008896008:5,Kortrijk,50.824506,3.264549,5,008896008,0
008896008:6,Kortrijk,50.824506,3.264549,6,008896008,0
008896008:7,Kortrijk,50.824506,3.264549,7,008896008,0
008896115,Harelbeke,50.85586,3.314008,,,1
008896115:0,Harelbeke,50.85586,3.314008,,008896115,0
008896115:1,Harelbeke,50.85586,3.314008,1,008896115,0
008896115:2,Harelbeke,50.85586,3.314008,2,008896115,0
008896149,Waregem,50.892456,3.42551,,,1
008896149:0,Waregem,50.892456,3.42551,,008896149,0
008896149:1,Waregem,50.892456,3.42551,1,008896149,0
008896149:2,Waregem,50.892456,3.42551,2,008896149,0
008896230,Vichte,50.833657,3.39163,,,1
008896230:0,Vichte,50.833657,3.39163,,008896230,0
008896230:1,Vichte,50.833657,3.39163,1,008896230,0
008896230:2,Vichte,50.833657,3.39163,2,008896230,0
008896305,Menen,50.799489,3.113791,,,1
008896305:0,Menen,50.799489,3.113791,,008896305,0
008896305:1,Menen,50.799489,3.113791,1,008896305,0
008896305:2,Menen,50.799489,3.113791,2,008896305,0
008896305:3,Menen,50.799489,3.113791,3,008896305,0
008896370,Wevelgem,50.811526,3.18352,,,1
008896370:0,Wevelgem,50.811526,3.18352,,008896370,0
008896370:1,Wevelgem,50.811526,3.18352,1,008896370,0
008896370:2,Wevelgem,50.811526,3.18352,2,008896370,0
008896388,Bissegem,50.825845,3.224205,,,1
008896388:0,Bissegem,50.825845,3.224205,,008896388,0
008896388:1,Bissegem,50.825845,3.224205,1,008896388,0
008896388:2,Bissegem,50.825845,3.224205,2,008896388,0
008896396,Wervik,50.781861,3.046983,,,1
008896396:0,Wervik,50.781861,3.046983,,008896396,0
008896396:1,Wervik,50.781861,3.046983,1,008896396,0
008896396:2,Wervik,50.781861,3.046983,2,008896396,0
008896412,Comines,50.772072,2.999286,,,1
008896412:0,Comines,50.772072,2.999286,,008896412,0
008896412:1,Comines,50.772072,2.999286,1,008896412,0
008896412:2,Comines,50.772072,2.999286,2,008896412,0
008896503,Ieper,50.847402,2.876593,,,1
008896503:0,Ieper,50.847402,2.876593,,008896503,0
008896503:1,Ieper,50.847402,2.876593,1,008896503,0
008896735,Poperinge,50.854449,2.736343,,,1
008896735:0,Poperinge,50.854449,2.736343,,008896735,0
008896735:1,Poperinge,50.854449,2.736343,1,008896735,0
008896735:2,Poperinge,50.854449,2.736343,2,008896735,0
008896735:3,Poperinge,50.854449,2.736343,3,008896735,0
008896800,Roeselare,50.949025,3.130412,,,1
008896800:0,Roeselare,50.949025,3.130412,,008896800,0
008896800:1,Roeselare,50.949025,3.130412,1,008896800,0
008896800:2,Roeselare,50.949025,3.130412,2,008896800,0
008896909,Izegem,50.921149,3.212088,,,1
008896909:0,Izegem,50.921149,3.212088,,008896909,0
008896909:1,Izegem,50.921149,3.212088,1,008896909,0
008896909:2,Izegem,50.921149,3.212088,2,008896909,0
008896925,Ingelmunster,50.914326,3.255416,,,1
008896925:0,Ingelmunster,50.914326,3.255416,,008896925,0
008896925:1,Ingelmunster,50.914326,3.255416,1,008896925,0
008896925:2,Ingelmunster,50.914326,3.255416,2,008896925,0
008895000:7,Aalst,50.942813,4.039653,7,008895000,0
008821600:5,Lier,51.135758,4.560614,5,008821600,0
008885704:5,Mouscron,50.741005,3.228448,5,008885704,0
008811007:15,Schaarbeek/Schaerbeek,50.878513,4.378636,15,008811007,0
008892908:3,Ronse,50.742506,3.602552,3,008892908,0
008895505:5,Geraardsbergen,50.771137,3.872328,5,008895505,0
008882206:5,La Louvière-Sud,50.464974,4.190609,5,008882206,0
008894508:A,Sint-Niklaas,51.171472,4.142966,A,008894508,0
008894672:1,Temse,51.126085,4.221352,1,008894672,0
008822772:1,Bornem,51.099225,4.240526,1,008822772,0
008884335:2,Quievrain,50.410103,3.68608,2,008884335,0
008843240:1,Engis,50.582957,5.401986,1,008843240,0
008843349:2,Haute-Flône,50.55349,5.330333,2,008843349,0
008843331:2,Amay,50.546011,5.32049,2,008843331,0
008843323:2,Ampsin,50.539215,5.289729,2,008843323,0
008881166:5,Jurbeke,50.530496,3.910694,5,008881166,0
008894672:2,Temse,51.126085,4.221352,2,008894672,0
008894508:5,Sint-Niklaas,51.171472,4.142966,5,008894508,0
008892106:5,Deinze,50.978258,3.534432,5,008892106,0
008896008:8,Kortrijk,50.824506,3.264549,8,008896008,0
008894201:A,Lokeren,51.108062,3.987794,A,008894201,0
008881505:004279,Quevy,50.341534,3.909489,004279,008881505,0
008863842:4,Houyet,50.189868,5.006074,4,008863842,0
008812252:3,Ternat,50.874522,4.16534,3,008812252,0
008871217:5,Roux,50.443112,4.393199,5,008871217,0
008842630:2,Tilff,50.570624,5.583937,2,008842630,0
008842648:2,Méry,50.54762,5.587236,2,008842648,0
008842655:2,Hony,50.539917,5.573563,2,008842655,0
008842663:2,Esneux,50.530568,5.572565,2,008842663,0
008844206:4,Pepinster,50.568179,5.80615,4,008844206,0
008861127:3,Flawinne,50.456236,4.806298,3,008861127,0
008896800:3,Roeselare,50.949025,3.130412,3,008896800,0
008874005:5,Châtelet,50.410103,4.521861,5,008874005,0
008843307:4,Huy,50.527242,5.234211,4,008843307,0
008893013:4,Merelbeke,51.017531,3.768889,4,008893013,0
008891553:1,Zeebrugge-Dorp,51.326383,3.19517,1,008891553,0
008895505:A,Geraardsbergen,50.771137,3.872328,A,008895505,0
008843323:1,Ampsin,50.539215,5.289729,1,008843323,0
008843331:1,Amay,50.546011,5.32049,1,008843331,0
008843349:1,Haute-Flône,50.55349,5.330333,1,008843349,0
008843240:2,Engis,50.582957,5.401986,2,008843240,0
008843208:5,Flemalle-Haute,50.595308,5.457656,5,008843208,0
008821717:A,Herentals,51.181513,4.829535,A,008821717,0
008833209:5,Aarschot,50.984406,4.824043,5,008833209,0
008881505:2,Quevy,50.341534,3.909489,2,008881505,0
008895208:7,Zottegem,50.869102,3.81441,7,008895208,0
008886009:5,Ath,50.626932,3.777429,5,008886009,0
008814258:4,Braine-l'Alleud,50.684778,4.375526,4,008814258,0
008884715:3,Blaton,50.505461,3.666304,3,008884715,0
008821832:3,Heist-op-den-Berg,51.074146,4.708235,3,008821832,0
008831401:3,Diest,50.993341,5.050031,3,008831401,0
008896503:3,Ieper,50.847402,2.876593,3,008896503,0
008832615:3,Neerpelt,51.222369,5.43717,3,008832615,0
008845005:3,Gouvy,50.189409,5.953906,3,008845005,0
008821337:4,Hove,51.154114,4.465157,4,008821337,0
008864915:1,Natoye,50.343296,5.06116,1,008864915,0
008821337:3,Hove,51.154114,4.465157,3,008821337,0
008864436:2,Melreux-Hotton,50.28367,5.440136,2,008864436,0
008886348:3,Leuze,50.600612,3.616872,3,008886348,0
008873122:1a,Philippeville,50.191639,4.535956,1a,008873122,0
008873122:1b,Philippeville,50.191639,4.535956,1b,008873122,0
008875127:2,Couvin,50.056324,4.491702,2,008875127,0
008895455:3,Burst,50.907198,3.922416,3,008895455,0
008895463:1,Bambrugge,50.913769,3.935711,1,008895463,0
008895471:1,Erpe-Mere,50.928601,3.962463,1,008895471,0
008895489:1,Vijfhuizen,50.943254,3.98125,1,008895489,0
008895125:1,Aalst-Kerrebroek,50.948377,4.024407,1,008895125,0
008881505:004282,Quevy,50.341534,3.909489,004282,008881505,0
008814001:,Brussel-Zuid/Bruxelles-Midi,50.835707,4.336531,,008814001,0
