route_id,service_id,trip_id
L5825,2299,L582522991
L5826,2300,L582623001
L5827,2301,L582723011
L5828,2302,L582823021
L5830,2303,L583023031
L5832,2304,L583223041
L5833,2305,L583323051
L5834,2306,L583423061
L5836,2307,L583623071
L5837,2308,L583723081
L5838,2309,L583823091
L5840,2310,L584023101
L5926,2311,L592623111
L5927,2312,L592723121
L5928,2313,L592823131
L5932,2314,L593223141
L5937,2315,L593723151
L5938,2316,L593823161
L5939,2317,L593923171
L5941,2318,L594123181
L6055,2319,L605523191
L6091,2320,L609123201
L6476,2321,L647623211
L6477,2322,L647723221
L6478,2323,L647823231
L6480,2324,L648023241
L6481,2325,L648123251
L6482,2326,L648223261
L6483,2327,L648323271
L6484,2328,L648423281
L6486,2329,L648623291
L6487,2330,L648723301
L6488,2331,L648823311
L6489,2332,L648923321
L6490,2333,L649023331
P2387,2334,P238723341
P7080,2335,P708023351
P7281,2336,P728123361
P7379,2337,P737923371
P7444,2338,P744423381
P7483,2339,P748323391
P7656,2340,P765623401
P7657,2341,P765723411
P7662,2342,P766223421
P7681,2343,P768123431
P7682,2344,P768223441
P7684,2345,P768423451
P7691,2346,P769123461
P7693,2347,P769323471
P7741,2348,P774123481
P7774,2349,P777423491
P7901,2350,P790123501
P7902,2351,P790223511
P7953,2352,P795323521
P7955,2353,P795523531
P8616,2354,P861623541
P8662,2355,P866223551
P8677,2356,P867723561
P8678,2357,P867823571
P8679,2358,P867923581
P8681,2359,P868123591
P8690,2360,P869023601
P8691,2361,P869123611
P8692,2362,P869223621
P8721,2363,P872123631
P8801,2364,P880123641
P8902,2365,P890223651
P8903,2366,P890323661
P8951,2367,P895123671
P8959,2368,P895923681
TGV9863,2369,TGV986323691
IC2622,2196,IC262221961
IC2644,2214,IC264422141
IC3443,2370,IC344323701
IC4517,2371,IC451723711
IC1945,2372,IC194523721
IC2605,2373,IC260523731
IC2607,2374,IC260723741
IC2608,2375,IC260823751
IC2609,2376,IC260923761
IC2610,2377,IC261023771
IC2611,2378,IC261123781
IC2612,2379,IC261223791
IC2613,2380,IC261323801
IC2614,2381,IC261423811
IC2615,2382,IC261523821
IC2616,2383,IC261623831
IC2617,2384,IC261723841
IC2619,2385,IC261923851
IC2621,2386,IC262123861
IC2622,2387,IC262223871
IC2626,2388,IC262623881
IC2627,2389,IC262723891
IC2629,2390,IC262923901
IC2630,2391,IC263023911
IC2631,2392,IC263123921
IC2632,2393,IC263223931
IC2633,2394,IC263323941
IC2634,2395,IC263423951
IC2635,2396,IC263523961
IC2636,2397,IC263623971
IC2637,2398,IC263723981
IC2638,2399,IC263823991
IC2639,2400,IC263924001
IC2640,2401,IC264024011
IC2642,2402,IC264224021
IC2644,2403,IC264424031
IC3126,2404,IC312624041
L1569,2405,L156924051
L1756,2406,L175624061
L1757,2407,L175724071
L1758,2408,L175824081
L1759,2409,L175924091
L1760,2410,L176024101
L1761,2411,L176124111
L1762,2412,L176224121
L1763,2413,L176324131
L1764,2414,L176424141
L1765,2415,L176524151
L1766,2416,L176624161
L1767,2417,L176724171
L1768,2418,L176824181
L1769,2419,L176924191
L1770,2420,L177024201
L1778,2421,L177824211
L1779,2422,L177924221
L1780,2423,L178024231
L1781,2424,L178124241
L1782,2425,L178224251
L1783,2426,L178324261
L1784,2427,L178424271
L1785,2428,L178524281
L1786,2429,L178624291
L1787,2430,L178724301
L1788,2431,L178824311
L1789,2432,L178924321
L1790,2433,L179024331
L1791,2434,L179124341
L1792,2435,L179224351
L4979,2436,L497924361
L4981,2437,L498124371
L4983,2438,L498324381
L4985,2439,L498524391
L4987,2440,L498724401
L4989,2441,L498924411
L4991,2442,L499124421
L5756,2443,L575624431
L5758,2444,L575824441
L5760,2445,L576024451
L5762,2446,L576224461
L5764,2447,L576424471
L5766,2448,L576624481
L5768,2449,L576824491
L5770,2450,L577024501
L6057,2451,L605724511
L6059,2452,L605924521
L6061,2453,L606124531
L6063,2454,L606324541
L6065,2455,L606524551
L6067,2456,L606724561
L6069,2457,L606924571
L6077,2458,L607724581
L6079,2459,L607924591
L6081,2460,L608124601
L6083,2461,L608324611
L6085,2462,L608524621
L6087,2463,L608724631
L6089,2464,L608924641
L6091,2465,L609124651
TGV9861,2466,TGV986124661
TGV9861,2467,TGV986124671
IC1712,2468,IC171224681
IC3646,2469,IC364624691
L4278,2470,L427824701
L4280,2471,L428024711
L4288,2472,L428824721
L4290,2473,L429024731
L4292,2474,L429224741
IC1904,2475,IC190424751
IC1907,2476,IC190724761
IC1911,2477,IC191124771
IC1914,2478,IC191424781
IC1918,2479,IC191824791
IC1921,2480,IC192124801
IC2842,2481,IC284224811
IC2843,2482,IC284324821
IC2844,2483,IC284424831
IC3727,2484,IC372724841
IC3730,2485,IC373024851
IC3734,2486,IC373424861
IC3737,2487,IC373724871
IC3741,2488,IC374124881
IC3744,2489,IC374424891
IC1938,2490,IC193824901
IC1941,2491,IC194124911
L1974,2492,L197424921
IC1927,2493,IC192724931
THA9310,2494,THA931024941
THA9319,2495,THA931924951
THA9320,2496,THA932024961
THA9322,2497,THA932224971
THA9328,2498,THA932824981
THA9338,2499,THA933824991
THA9340,2500,THA934025001
THA9358,2501,THA935825011
THA9362,2502,THA936225021
THA9364,2503,THA936425031
THA9370,2504,THA937025041
THA9376,2505,THA937625051
THA9382,2506,THA938225061
THA9387,2507,THA938725071
THA9393,2508,THA939325081
THA9394,2509,THA939425091
THA9401,2510,THA940125101
THA9413,2511,THA941325111
THA9437,2512,THA943725121
THA9448,2513,THA944825131
THA9461,2514,THA946125141
THA9473,2515,THA947325151
THA9484,2516,THA948425161
THA9994,2517,THA999425171
THA9309,2518,THA930925181
THA9358,2519,THA935825191
THA9364,2520,THA936425201
IC19979,2521,IC1997925211
ICT6909,2522,ICT690925221
ICT6910,2523,ICT691025231
ICT6935,2524,ICT693525241
ICT6936,2525,ICT693625251
ICT6937,2526,ICT693725261
ICT6938,2527,ICT693825271
ICT6939,2528,ICT693925281
ICT6959,2529,ICT695925291
ICT6964,2530,ICT696425301
ICT6967,2531,ICT696725311
ICT6985,2532,ICT698525321
ICT6986,2533,ICT698625331
ICT6995,2534,ICT699525341
THA9316,2535,THA931625351
THA9328,2536,THA932825361
THA9334,2537,THA933425371
THA9358,2538,THA935825381
THA9382,2539,THA938225391
THA9920,2540,THA992025401
THA9987,2541,THA998725411
THA9994,2542,THA999425421
THA9328,2543,THA932825431
THA9388,2544,THA938825441
THA9394,2545,THA939425451
TGV9863,2546,TGV986325461
TGV9867,2547,TGV986725471
THA9399,2548,THA939925481
IC19975,2549,IC1997525491
ICT6960,2550,ICT696025501
ICT6963,2551,ICT696325511
ICT6964,2552,ICT696425521
ICT6968,2553,ICT696825531
ICT6985,2554,ICT698525541
L4963,2555,L496325551
P4157,2556,P415725561
P4187,2557,P418725571
P7724,2558,P772425581
P7774,2559,P777425591
P8959,2560,P895925601
THA9377,2561,THA937725611
IC520,2562,IC52025621
IC528,2564,IC52825641
IC529,2565,IC52925651
IC1503,2566,IC150325661
IC1504,2567,IC150425671
IC1544,2568,IC154425681
IC1715,2569,IC171525691
IC1716,2570,IC171625701
IC1727,2571,IC172725711
IC1728,2572,IC172825721
IC1731,2573,IC173125731
IC1734,2574,IC173425741
IC1735,2575,IC173525751
IC1736,2576,IC173625761
IC1739,2577,IC173925771
IC1741,2578,IC174125781
IC1742,2579,IC174225791
IC2042,2580,IC204225801
IC2044,2581,IC204425811
IC2230,2582,IC223025821
IC2231,2583,IC223125831
IC2232,2584,IC223225841
IC2233,2585,IC223325851
IC2234,2586,IC223425861
IC2235,2587,IC223525871
IC2236,2588,IC223625881
IC2237,2589,IC223725891
IC2239,2590,IC223925901
IC2240,2591,IC224025911
IC2241,2592,IC224125921
IC2242,2593,IC224225931
IC2243,2594,IC224325941
IC2608,2595,IC260825951
IC2630,2596,IC263025961
IC2803,2597,IC280325971
IC2804,2598,IC280425981
IC2805,2599,IC280525991
IC2806,2600,IC280626001
IC2808,2601,IC280826011
IC2809,2602,IC280926021
IC2810,2603,IC281026031
IC2811,2604,IC281126041
IC2812,2605,IC281226051
IC2813,2606,IC281326061
IC2814,2607,IC281426071
IC2815,2608,IC281526081
IC2816,2609,IC281626091
IC2818,2610,IC281826101
IC2819,2611,IC281926111
IC2820,2612,IC282026121
IC2829,2613,IC282926131
IC2830,2614,IC283026141
IC2831,2615,IC283126151
IC2832,2616,IC283226161
IC2833,2617,IC283326171
IC2834,2618,IC283426181
IC2835,2619,IC283526191
IC2837,2620,IC283726201
IC2838,2621,IC283826211
IC2839,2622,IC283926221
IC2840,2623,IC284026231
IC2841,2624,IC284126241
IC2842,2625,IC284226251
IC2843,2626,IC284326261
IC3108,2628,IC310826281
IC3131,2629,IC313126291
IC3310,2630,IC331026301
IC3311,2631,IC331126311
IC3315,2632,IC331526321
IC3334,2633,IC333426331
IC3441,2634,IC344126341
IC3602,2635,IC360226351
IC3603,2636,IC360326361
IC3627,2637,IC362726371
IC3703,2638,IC370326381
IC3704,2639,IC370426391
IC3705,2640,IC370526401
IC3706,2641,IC370626411
IC3707,2642,IC370726421
IC3708,2643,IC370826431
IC3710,2644,IC371026441
IC3711,2645,IC371126451
IC3712,2646,IC371226461
IC3713,2647,IC371326471
IC3714,2648,IC371426481
IC3715,2649,IC371526491
IC3716,2650,IC371626501
IC3717,2651,IC371726511
IC3718,2652,IC371826521
IC3719,2653,IC371926531
IC3720,2654,IC372026541
IC3726,2655,IC372626551
IC3727,2656,IC372726561
IC3728,2657,IC372826571
IC3736,2658,IC373626581
IC3737,2659,IC373726591
IC4228,2660,IC422826601
IC4511,2661,IC451126611
IC4512,2662,IC451226621
IC4518,2663,IC451826631
IC4519,2664,IC451926641
IC4520,2665,IC452026651
IC4540,2666,IC454026661
IC5360,2667,IC536026671
IC8311,2668,IC831126681
IC8342,2669,IC834226691
IC9260,2670,IC926026701
ICE14,2671,ICE1426711
ICE17,2672,ICE1726721
L553,2673,L55326731
L554,2674,L55426741
L555,2675,L55526751
L571,2676,L57126761
L572,2677,L57226771
L590,2678,L59026781
L591,2679,L59126791
L592,2680,L59226801
L593,2681,L59326811
L595,2682,L59526821
L1856,2683,L185626831
L1859,2684,L185926841
L1860,2685,L186026851
L1861,2686,L186126861
L1862,2687,L186226871
L1863,2688,L186326881
L1864,2689,L186426891
L1865,2690,L186526901
L1866,2691,L186626911
L1867,2692,L186726921
L1869,2693,L186926931
L1870,2694,L187026941
L1871,2695,L187126951
L1872,2696,L187226961
L1873,2697,L187326971
L1875,2698,L187526981
L1877,2699,L187726991
L1878,2700,L187827001
L1879,2701,L187927011
L1880,2702,L188027021
L1881,2703,L188127031
L1882,2704,L188227041
L1883,2705,L188327051
L1884,2706,L188427061
L1885,2707,L188527071
L1886,2708,L188627081
L1887,2709,L188727091
L1888,2710,L188827101
L1889,2711,L188927111
L1890,2712,L189027121
L1891,2713,L189127131
L2069,2714,L206927141
L2070,2715,L207027151
L2071,2716,L207127161
L2076,2717,L207627171
L2077,2718,L207727181
L2078,2719,L207827191
L2079,2720,L207927201
L2080,2721,L208027211
L2081,2722,L208127221
L2082,2723,L208227231
L2083,2724,L208327241
L2084,2725,L208427251
L2085,2726,L208527261
L2086,2727,L208627271
L2087,2728,L208727281
L2088,2729,L208827291
L2089,2730,L208927301
L2090,2731,L209027311
L2091,2732,L209127321
L2092,2733,L209227331
L2156,2734,L215627341
L2157,2735,L215727351
L2158,2736,L215827361
L2159,2737,L215927371
L2160,2738,L216027381
L2161,2739,L216127391
L2162,2740,L216227401
L2163,2741,L216327411
L2164,2742,L216427421
L2165,2743,L216527431
L2166,2744,L216627441
L2167,2745,L216727451
L2168,2746,L216827461
L2169,2747,L216927471
L2177,2748,L217727481
L2178,2749,L217827491
L2179,2750,L217927501
L2180,2751,L218027511
L2181,2752,L218127521
L2182,2753,L218227531
L2183,2754,L218327541
L2184,2755,L218427551
L2185,2756,L218527561
L2186,2757,L218627571
L2187,2758,L218727581
L2188,2759,L218827591
L2189,2760,L218927601
L2190,2761,L219027611
L2254,2762,L225427621
L2255,2763,L225527631
L2258,2764,L225827641
L2259,2765,L225927651
L2260,2766,L226027661
L2261,2767,L226127671
L2262,2768,L226227681
L2263,2769,L226327691
L2264,2770,L226427701
L2265,2771,L226527711
L2266,2772,L226627721
L2267,2773,L226727731
L2268,2774,L226827741
L2269,2775,L226927751
L2270,2776,L227027761
L2278,2777,L227827771
L2279,2778,L227927781
L2280,2779,L228027791
L2281,2780,L228127801
L2282,2781,L228227811
L2283,2782,L228327821
L2284,2783,L228427831
L2285,2784,L228527841
L2286,2785,L228627851
L2287,2786,L228727861
L2288,2787,L228827871
L2289,2788,L228927881
L2290,2789,L229027891
L2291,2790,L229127901
L2292,2791,L229227911
L2293,2792,L229327921
L2480,2793,L248027931
L2576,2794,L257627941
L2577,2795,L257727951
L2578,2796,L257827961
L2579,2797,L257927971
L2580,2798,L258027981
L2581,2799,L258127991
L2582,2800,L258228001
L2583,2801,L258328011
L2584,2802,L258428021
L2585,2803,L258528031
L2586,2804,L258628041
L2587,2805,L258728051
L2588,2806,L258828061
L2589,2807,L258928071
L2590,2808,L259028081
L2592,2809,L259228091
L2657,2810,L265728101
L2665,2811,L266528111
L2666,2812,L266628121
L2667,2813,L266728131
L2668,2814,L266828141
L2677,2815,L267728151
L2679,2816,L267928161
L2687,2817,L268728171
L2688,2818,L268828181
L2689,2819,L268928191
L2883,2820,L288328201
L3766,2821,L376628211
L3778,2822,L377828221
L3855,2823,L385528231
L3856,2824,L385628241
L3857,2825,L385728251
L3858,2826,L385828261
L3859,2827,L385928271
L3860,2828,L386028281
L3861,2829,L386128291
L3862,2830,L386228301
L3863,2831,L386328311
L3864,2832,L386428321
L3865,2833,L386528331
L3866,2834,L386628341
L3867,2835,L386728351
L3868,2836,L386828361
L4256,2837,L425628371
L4488,2838,L448828381
L4755,2839,L475528391
L4756,2840,L475628401
L4757,2841,L475728411
L4758,2842,L475828421
L4759,2843,L475928431
L4760,2844,L476028441
L4761,2845,L476128451
L4762,2846,L476228461
L4763,2847,L476328471
L4764,2848,L476428481
L4765,2849,L476528491
L4766,2850,L476628501
L4767,2851,L476728511
L4768,2852,L476828521
L4769,2853,L476928531
L4775,2854,L477528541
L4776,2855,L477628551
L4777,2856,L477728561
L4778,2857,L477828571
L4779,2858,L477928581
L4780,2859,L478028591
L4781,2860,L478128601
L4782,2861,L478228611
L4783,2862,L478328621
L4784,2863,L478428631
L4785,2864,L478528641
L4786,2865,L478628651
L4787,2866,L478728661
L4788,2867,L478828671
L4789,2868,L478928681
L4790,2869,L479028691
L4875,2870,L487528701
L4892,2871,L489228711
L5027,2872,L502728721
L5042,2873,L504228731
L5569,2874,L556928741
L5586,2875,L558628751
L5956,2876,L595628761
L6057,2877,L605728771
L6059,2878,L605928781
L6061,2879,L606128791
L6063,2880,L606328801
L6065,2881,L606528811
L6067,2882,L606728821
L6069,2883,L606928831
L6077,2884,L607728841
L6079,2885,L607928851
L6081,2886,L608128861
L6083,2887,L608328871
L6085,2888,L608528881
L6087,2889,L608728891
L6089,2890,L608928901
L6479,2891,L647928911
L6485,2892,L648528921
L8016,2893,L801628931
P4186,2894,P418628941
P7010,2895,P701028951
P7051,2896,P705128961
P7052,2897,P705228971
P7252,2898,P725228981
P7305,2899,P730528991
P7387,2900,P738729001
P7513,2901,P751329011
P7690,2902,P769029021
P7692,2903,P769229031
P7721,2904,P772129041
P7800,2905,P780029051
P7802,2906,P780229061
P7970,2907,P797029071
P7996,2908,P799629081
P8001,2909,P800129091
P8002,2910,P800229101
P8006,2911,P800629111
P8007,2912,P800729121
P8008,2913,P800829131
P8009,2914,P800929141
P8014,2915,P801429151
P8015,2916,P801529161
P8051,2917,P805129171
P8055,2918,P805529181
P8086,2919,P808629191
P8087,2920,P808729201
P8088,2921,P808829211
P8250,2922,P825029221
P8387,2923,P838729231
P8400,2924,P840029241
P8513,2925,P851329251
P8515,2926,P851529261
P8862,2927,P886229271
P8960,2928,P896029281
P8961,2929,P896129291
P8962,2930,P896229301
P8967,2931,P896729311
P8972,2932,P897229321
THA9303,2933,THA930329331
THA9304,2934,THA930429341
THA9309,2935,THA930929351
THA9327,2936,THA932729361
THA9333,2937,THA933329371
THA9339,2938,THA933929381
THA9351,2939,THA935129391
THA9357,2940,THA935729401
THA9365,2941,THA936529411
THA9369,2942,THA936929421
THA9375,2943,THA937529431
THA9381,2944,THA938129441
THA9388,2945,THA938829451
THA9391,2946,THA939129461
THA9397,2947,THA939729471
THA9412,2948,THA941229481
THA9424,2949,THA942429491
THA9975,2950,THA997529501
THA9993,2951,THA999329511
IC521,2563,IC52125631
IC2844,2627,IC284426271
P7002,2952,P700229521
L2893,2953,L289329531
THA9309,2954,THA930929541
THA9363,2955,THA936329551
THA9375,2956,THA937529561
THA9380,2957,THA938029571
THA9995,2958,THA999529581
IC405,2959,IC40529591
IC406,2960,IC40629601
IC407,2961,IC40729611
IC408,2962,IC40829621
IC409,2963,IC40929631
IC410,2964,IC41029641
IC411,2965,IC41129651
IC412,2966,IC41229661
IC413,2967,IC41329671
IC414,2968,IC41429681
IC415,2969,IC41529691
IC416,2970,IC41629701
IC417,2971,IC41729711
IC418,2972,IC41829721
IC419,2973,IC41929731
IC420,2974,IC42029741
IC421,2975,IC42129751
IC422,2976,IC42229761
IC426,2977,IC42629771
IC427,2978,IC42729781
IC428,2979,IC42829791
IC429,2980,IC42929801
IC430,2981,IC43029811
IC431,2982,IC43129821
IC432,2983,IC43229831
IC433,2984,IC43329841
IC434,2985,IC43429851
IC435,2986,IC43529861
IC436,2987,IC43629871
IC437,2988,IC43729881
IC438,2989,IC43829891
IC439,2990,IC43929901
IC440,2991,IC44029911
IC441,2992,IC44129921
IC442,2993,IC44229931
IC443,2994,IC44329941
IC2227,2995,IC222729951
IC2228,2996,IC222829961
IC2230,2997,IC223029971
IC2231,2998,IC223129981
IC2232,2999,IC223229991
IC2233,3000,IC223330001
IC2234,3001,IC223430011
IC2235,3002,IC223530021
IC2236,3003,IC223630031
IC2237,3004,IC223730041
IC2238,3005,IC223830051
IC2239,3006,IC223930061
IC2240,3007,IC224030071
IC2241,3008,IC224130081
IC2243,3009,IC224330091
IC3321,3010,IC332130101
IC4208,3011,IC420830111
L857,3013,L85730131
L858,3014,L85830141
L859,3015,L85930151
L860,3016,L86030161
L861,3017,L86130171
L862,3018,L86230181
L863,3019,L86330191
L864,3020,L86430201
L865,3021,L86530211
L866,3022,L86630221
L867,3023,L86730231
L868,3024,L86830241
L869,3025,L86930251
L870,3026,L87030261
L871,3027,L87130271
L872,3028,L87230281
L873,3029,L87330291
L877,3030,L87730301
L878,3031,L87830311
L879,3032,L87930321
L881,3033,L88130331
L882,3034,L88230341
L883,3035,L88330351
L884,3036,L88430361
L885,3037,L88530371
L886,3038,L88630381
L887,3039,L88730391
L888,3040,L88830401
L889,3041,L88930411
L890,3042,L89030421
L891,3043,L89130431
L892,3044,L89230441
L1772,3045,L177230451
L1777,3046,L177730461
L1857,3047,L185730471
L1858,3048,L185830481
L1859,3049,L185930491
L1860,3050,L186030501
L1861,3051,L186130511
L1862,3052,L186230521
L1863,3053,L186330531
L1864,3054,L186430541
L1865,3055,L186530551
L1866,3056,L186630561
L1867,3057,L186730571
L1868,3058,L186830581
L1869,3059,L186930591
L1870,3060,L187030601
L1871,3061,L187130611
L1872,3062,L187230621
L2055,3063,L205530631
L2056,3064,L205630641
L2057,3065,L205730651
L2058,3066,L205830661
L2059,3067,L205930671
L2060,3068,L206030681
L2061,3069,L206130691
L2062,3070,L206230701
L2063,3071,L206330711
L2064,3072,L206430721
L2065,3073,L206530731
L2066,3074,L206630741
L2067,3075,L206730751
L2068,3076,L206830761
L2072,3077,L207230771
L2076,3078,L207630781
L2077,3079,L207730791
L2078,3080,L207830801
L2079,3081,L207930811
L2080,3082,L208030821
L2081,3083,L208130831
L2082,3084,L208230841
L2083,3085,L208330851
L2084,3086,L208430861
L2085,3087,L208530871
L2086,3088,L208630881
L2087,3089,L208730891
L2088,3090,L208830901
L2093,3091,L209330911
L4756,3092,L475630921
L4758,3093,L475830931
L4760,3094,L476030941
L4762,3095,L476230951
L4764,3096,L476430961
L4766,3097,L476630971
L4768,3098,L476830981
L4770,3099,L477030991
L4777,3100,L477731001
L4779,3101,L477931011
L4781,3102,L478131021
L4783,3103,L478331031
L4785,3104,L478531041
L4787,3105,L478731051
L4789,3106,L478931061
L4791,3107,L479131071
L5043,3108,L504331081
THA9308,3109,THA930831091
THA9357,3110,THA935731101
IC4244,3012,IC424430121
THA9333,3112,THA933331121
THA9370,3113,THA937031131
IC1732,3114,IC173231141
IC2032,3115,IC203231151
IC4532,3116,IC453231161
IC4534,3117,IC453431171
IC4535,3118,IC453531181
L573,3111,L57331111
L4966,3119,L496631191
P4187,3120,P418731201
P7053,3121,P705331211
P7055,3122,P705531221
P7087,3123,P708731231
P7090,3124,P709031241
P7250,3125,P725031251
P7377,3126,P737731261
P7386,3127,P738631271
P7388,3128,P738831281
P7496,3129,P749631291
P7749,3130,P774931301
P7750,3131,P775031311
P7754,3132,P775431321
P7775,3133,P777531331
P7803,3134,P780331341
P7951,3135,P795131351
P7964,3136,P796431361
P7966,3137,P796631371
P7968,3138,P796831381
P7991,3139,P799131391
P7995,3140,P799531401
P7997,3141,P799731411
P7998,3142,P799831421
P7999,3143,P799931431
P8012,3144,P801231441
P8084,3145,P808431451
P8085,3146,P808531461
P8090,3147,P809031471
P8252,3148,P825231481
P8461,3149,P846131491
P8590,3150,P859031501
P8592,3151,P859231511
P8750,3152,P875031521
P8751,3153,P875131531
P8754,3154,P875431541
P8963,3155,P896331551
P8965,3156,P896531561
P8966,3157,P896631571
P8968,3158,P896831581
P8985,3159,P898531591
P8995,3160,P899531601
P8997,3161,P899731611
P8998,3162,P899831621
L3880,3163,L388031631
P7882,3164,P788231641
P8996,3165,P899631651
L1876,3167,L187631671
L1877,3168,L187731681
L1878,3169,L187831691
L1879,3170,L187931701
L1880,3171,L188031711
L1882,3172,L188231721
L1883,3173,L188331731
L1884,3174,L188431741
L1885,3175,L188531751
L1886,3176,L188631761
L1887,3177,L188731771
L1888,3178,L188831781
L1889,3179,L188931791
L1890,3180,L189031801
L1891,3181,L189131811
L2079,3182,L207931821
L2080,3183,L208031831
L2081,3184,L208131841
L2082,3185,L208231851
L2083,3186,L208331861
L2084,3187,L208431871
L2085,3188,L208531881
L2086,3189,L208631891
L2087,3190,L208731901
L2088,3191,L208831911
L2089,3192,L208931921
L2090,3193,L209031931
L2091,3194,L209131941
L2092,3195,L209231951
L2093,3196,L209331961
L3857,3197,L385731971
L3858,3198,L385831981
L3859,3199,L385931991
L3860,3200,L386032001
L3861,3201,L386132011
L3862,3202,L386232021
L3863,3203,L386332031
L3864,3204,L386432041
L3865,3205,L386532051
L3866,3206,L386632061
L3867,3207,L386732071
L3868,3208,L386832081
L3869,3209,L386932091
L3870,3210,L387032101
L3871,3211,L387132111
L3872,3212,L387232121
L3878,3213,L387832131
IC1545,3166,IC154531661
IC1931,3214,IC193132141
IC1934,3215,IC193432151
L3858,3216,L385832161
L3859,3217,L385932171
L3860,3218,L386032181
L3861,3219,L386132191
L3862,3220,L386232201
L3863,3221,L386332211
L3864,3222,L386432221
L3865,3223,L386532231
L3866,3224,L386632241
L3867,3225,L386732251
L3868,3226,L386832261
L3869,3227,L386932271
L3870,3228,L387032281
L3871,3229,L387132291
L3872,3230,L387232301
L3879,3231,L387932311
L3881,3232,L388132321
L3882,3233,L388232331
L3883,3234,L388332341
L3884,3235,L388432351
L3885,3236,L388532361
L3886,3237,L388632371
L3887,3238,L388732381
L3888,3239,L388832391
L3889,3240,L388932401
L3890,3241,L389032411
L3891,3242,L389132421
L3892,3243,L389232431
L3893,3244,L389332441
IC9211,3245,IC921132451
IC9212,3246,IC921232461
IC9215,3247,IC921532471
IC9216,3248,IC921632481
IC9219,3249,IC921932491
IC9220,3250,IC922032501
IC9223,3251,IC922332511
IC9224,3252,IC922432521
IC9227,3253,IC922732531
IC9228,3254,IC922832541
IC9231,3255,IC923132551
IC9232,3256,IC923232561
IC9235,3257,IC923532571
IC9236,3258,IC923632581
IC9239,3259,IC923932591
IC9240,3260,IC924032601
IC9243,3261,IC924332611
IC9244,3262,IC924432621
IC9247,3263,IC924732631
IC9248,3264,IC924832641
IC9251,3265,IC925132651
IC9252,3266,IC925232661
IC9255,3267,IC925532671
IC9256,3268,IC925632681
IC9259,3269,IC925932691
IC9260,3270,IC926032701
IC9263,3271,IC926332711
IC9264,3272,IC926432721
IC9267,3273,IC926732731
IC9268,3274,IC926832741
IC9271,3275,IC927132751
THA9303,3277,THA930332771
THA9309,3278,THA930932781
THA9310,3279,THA931032791
THA9315,3280,THA931532801
THA9322,3281,THA932232811
THA9327,3282,THA932732821
THA9328,3283,THA932832831
THA9339,3284,THA933932841
THA9340,3285,THA934032851
THA9351,3286,THA935132861
THA9352,3287,THA935232871
THA9357,3288,THA935732881
THA9358,3289,THA935832891
THA9369,3290,THA936932901
THA9370,3291,THA937032911
THA9376,3292,THA937632921
THA9381,3293,THA938132931
THA9382,3294,THA938232941
THA9388,3295,THA938832951
THA9391,3296,THA939132961
THA9394,3297,THA939432971
THA9975,3298,THA997532981
THA9993,3299,THA999332991
THA9994,3300,THA999433001
IC9272,3276,IC927232761
IC528,3301,IC52833011
IC529,3302,IC52933021
IC2304,3303,IC230433031
IC2305,3304,IC230533041
IC2804,3305,IC280433051
IC2805,3306,IC280533061
IC2806,3307,IC280633071
IC2807,3308,IC280733081
IC2808,3309,IC280833091
IC2809,3310,IC280933101
IC2810,3311,IC281033111
IC2811,3312,IC281133121
IC2812,3313,IC281233131
IC2813,3314,IC281333141
IC2814,3315,IC281433151
IC2815,3316,IC281533161
IC2816,3317,IC281633171
IC2817,3318,IC281733181
IC2818,3319,IC281833191
IC2819,3320,IC281933201
IC2820,3321,IC282033211
IC2828,3322,IC282833221
IC2829,3323,IC282933231
IC2830,3324,IC283033241
IC2831,3325,IC283133251
IC2832,3326,IC283233261
IC2833,3327,IC283333271
IC2834,3328,IC283433281
IC2835,3329,IC283533291
IC2836,3330,IC283633301
IC2837,3331,IC283733311
IC2838,3332,IC283833321
IC2839,3333,IC283933331
IC2840,3334,IC284033341
IC2841,3335,IC284133351
IC3604,3336,IC360433361
IC3704,3337,IC370433371
IC3705,3338,IC370533381
IC3706,3339,IC370633391
IC3707,3340,IC370733401
IC3708,3341,IC370833411
IC3709,3342,IC370933421
IC3710,3343,IC371033431
IC3711,3344,IC371133441
IC3712,3345,IC371233451
IC3713,3346,IC371333461
IC3714,3347,IC371433471
IC3715,3348,IC371533481
IC3716,3349,IC371633491
IC3717,3350,IC371733501
IC3718,3351,IC371833511
IC3719,3352,IC371933521
IC3720,3353,IC372033531
IC3721,3354,IC372133541
IC3722,3355,IC372233551
L1881,3356,L188133561
THA9391,3357,THA939133571
IC3605,3358,IC360533581
IC3709,3359,IC370933591
THA9328,3360,THA932833601
THA9363,3361,THA936333611
IC3721,3362,IC372133621
ICT6979,3363,ICT697933631
ICT6980,3364,ICT698033641
ICT6981,3365,ICT698133651
ICT6982,3366,ICT698233661
ICT6983,3367,ICT698333671
ICT6979,3368,ICT697933681
ICT6980,3369,ICT698033691
ICT6981,3370,ICT698133701
ICT6982,3371,ICT698233711
IC1505,3372,IC150533721
IC1506,3373,IC150633731
ICE11,3374,ICE1133741
ICE14,3375,ICE1433751
ICT6983,3376,ICT698333761
THA9308,3377,THA930833771
THA9334,3378,THA933433781
P7088,3379,P708833791
L4376,3380,L437633801
L4378,3381,L437833811
L4380,3382,L438033821
L4382,3383,L438233831
L4384,3384,L438433841
L4386,3385,L438633851
L4388,3386,L438833861
